year,title,issn,id,doi,url_publicacion,conc_ciencia,titulo,abstract,tipo_fuente,autores,sjr_materia,fuente,,,,,,,,,Total articulos 2000-2024: 754
2020,"El Poblado Calcolítico de Vilches IV (Torre Uchea, Hellín, Albacete): Un Asentamiento del III Milenio a.C",,958391,10.30827/cpag.v31i0.21292,,,"El poblado calcolítico de Vilches IV (Torre Uchea, Hellín, Albacete): un asentamiento del III milenio a.C. en la Submeseta sur","Este libro recoge los resultados de un amplio proyecto de investigacion desarrollado a partir de los trabajos de excavacion realizados en el yacimiento calcolitico de Vilches IV (Torre Uchea, Hellin. Albacete). Los primeros capitulos analizan el contexto historiografico, el marco geologico y geografico y resumen la intervencion arqueologica, poniendo especial enfasis en las estructuras de habitat y areas de actividades, las mas antiguas documentadas en un poblado en altura en la Prehistoria de Albacete. A traves de diferentes capitulos, se profundiza en la cultura material recuperada en el asentamiento, desde los materiales constructivos hasta los objetos elaborados en piedra, ceramica o hueso, pudiendo destacarse la descripcion de los primeros telares conocidos para la Prehistoria de la Submeseta sur o los objetos metalicos mas antiguos de Castilla-La Mancha hasta la fecha. Investigadores de reconocido prestigio analizan las evidencias biologicas recuperadas, permitiendo acercar al lector a como las comunidades humanas que habitaron esta region durante la primera mitad del III milenio a.C. aprovechaban los recursos forestales proximos, gestionaban sus ganados e, incluso, cuales eran sus caracteristicas antropologicas. En los ultimos capitulos, empleando diferentes escalas de analisis, desde el objeto hasta el territorio, se profundiza en las formas de organizacion de estas sociedades, ahondando en el origen de los primeros poblados en altura, en las relaciones mantenidas con otros territorios peninsulares y, en ultima instancia, en las causas que explican el abandono del asentamiento 400 anos despues de su fundacion.",['Revista'],1|Gabriel García Atienzar; 2|José David Busquier Corbí,,,,,,,,,,,
2020,"El Recinto de Fosos Calcolítico del Cerro de los Vientos (Puente del Obispo, Jaén)",1133-4525,311485,10.12795/spal.2020.i29.15,https://revistascientificas.us.es/index.php/spal/article/view/11037|_0_ _6_,ARTICULOS811173.pdf,"The chalcolithic ditched enclosure of Cerro de los Vientos (Puente del Obispo, Jaen)","This paper presents the prehistoric ditched enclosure of Cerro de los Vientos located in Puente del Obispo (Jaén, Spain). The study has made possible the characterization of the site, including its complete layout, main architectural features, two unpublished radiocarbon dates, and the pottery, lithic, and pollen analyses. The site consists of two concentric circular ditches and more than ninety pits built during the Copper Age. In addition, new structures, masonry constructions and the final infilling of the central ditch were carried out in the Bronze Age.",['Revista'],"6|Martín, Sergio Fernández; 3|Romero, Margarita Sánchez; 5|Díaz, Sebastián Pérez; 7|Martínez-Sevilla, Francisco; 1|García, Lara Milesi; 2|Jiménez, Gonzalo Aranda; 4|López Sáez, José Antonio; 8|Díaz-Zorita Bonilla, Marta",1202|History; 1204|Archeology (arts and Humanities); 3302|Archeology,Spal,,,,,,,,,
2020,El Área 11 de Giribaile: Estructura Arquitectónica y Materiales de Construcción de un Almacén Ibérico de los Siglos IV-II a. C,0066-6742,958680,10.3989/aespa.093.020.004,,,El Área 11 de Giribaile. Estructura arquitectónica y materiales de construcción de un almacén ibérico de los siglos IV-II a. C.,"El Área 11 se ubica junto a una de las puertas laterales de acceso a la ciudad de Giribaile. El contexto de destrucción por incendio ha permitido conservar un conjunto de evidencias de materiales de construcción, clavos, carbones e improntas de vegetación, básicamente, que permiten plantear una hipótesis de restitución de la cubierta del almacén. En el Área 11 también se ha documentado una importante cantidad de adobes o ladrillos conformados en frío, fabricados con un alto contenido de cal, que abre un debate sobre su posible localización en las paredes e, incluso, con función de solería de un segundo piso. Del interior del almacén se ha recuperado un importante conjunto de ánforas y también elementos relacionados con otras actividades domésticas, entre ellas un conjunto de fusayolas y pesas para tejer.",['Revista'],1|Antonio Jesús Ortiz Villarejo; 2|Luis María Gutiérrez Soler; 3|María Alejo Armijo,,Archivo Espanol de Arqueologia,,,,,,,,,
2020,"Fauna e Industria sobre Materia Dura de Origen Animal del Lugar Sagrado de la Cultura de las Motillas: Castillejo del Bonete (Terrinches, Ciudad Real)",0211-1608,958382,10.15366/cupauam2020.46.002,,,"Fauna e industria sobre materia dura de origen animal del lugar sagrado de la Cultura de las Motillas: Castillejo del Bonete (Terrinches, Ciudad Real)","En los últimos años revistas científicas han publicado diversos estudios (cerámica, metal, material lítico, etc.) sobre Castillejo del Bonete. Este trabajo presenta datos inéditos sobre la industria ósea, micro y macromamíferos encontrados en este yacimiento, además de aportar una datación inédita. La industria ósea está constituida principalmente por piezas elaboradas con hueso, asta o dientes, que fueron utilizados como medios de producción o complementos para vestir y adornar a los difuntos, o elaborar ídolos. El estudio de los micromamíferos aporta información sobre el final del uso de estos túmulos, así como sobre aspectos ambientales. Los perfiles de mortalidad de los grandes mamíferos sugieren una explotación mixta, tanto de productos primarios (carne) y secundarios (leche, lana y posibles animales de carga o tracción) en el caso de los ovicaprinos, bovinos y cerdos. Las piezas arqueológicas depositadas aquí fueron puestas al servicio de un ritual creado en torno a los ancestros y a un culto solar desde el Calcolítico hasta la Edad del Bronce. Se aportan dos nuevas dataciones radiocarbónicas del yacimiento, obtenida de una vértebra de ovicaprino, que marca el momento de monumentalización de la cueva utilizada como cámara funeraria, mediante la construcción del Gran Túmulo 1. La segunda permite datar el momento de uso del Túmulo 2.",['Revista'],1|Luis Benítez de Lugo Enrich; 2|Mª Ángeles Galindo?Pellicena; 3|Ángel C. Domínguez García; 4|César Laplana Conesa; 5|Gabriel Menchén Herreros; 6|Norberto Palomares Zumajo; 7|Amalia Pérez Romero; 8|José Luis Fuentes Sánchez; 9|Domingo C. Salazar?García,,Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid,,,,,,,,,
2020,"Hacia una Nueva Definición del Neolítico Medio en el sur de la Península Ibérica: Grañena Baja, Jaén",0082-5638,958800,10.3989/tp.2020.12245,,,"Hacia una nueva definición del Neolítico Medio en el sur de la península ibérica: Grañena Baja, Jaén","En este trabajo presentamos los resultados de las exca­vaciones en el yacimiento arqueológico de Grañena Baja (Jaén), correspondientes a la primera fase detectada en el mismo. Destaca la posible existencia de un gran foso seg­mentado, asociado a una cultura material hasta ahora no caracterizada de forma específica en el sur de la península ibérica. Cerámicas de perfil compuesto y borde reforzado con decoraciones sencillas componen el registro. Láminas de formato medio y grande, talón liso y extraídas por per­cusión indirecta caracterizan los instrumentos líticos. Las dataciones disponibles sitúan en el tercer cuarto del V mi­lenio cal AC el momento de plena ocupación en dicha fase. Esas características dotan al yacimiento de un valor excep­cional para completar el vacío existente entre el Neolítico Antiguo y el Neolítico Reciente en gran parte del mediodía peninsular, donde los contextos asociados a dichas cronolo­gías son escasos. Grañena Baja constituye pues una oportu­nidad única para la caracterización de un Neolítico Medio hasta ahora escurridizo.",['Revista'],1|Elisabet Conlin Hayes; 2|Rafael M. Martínez Sánchez; 3|Antonio Morgado,,Trabajos de Prehistoria,,,,,,,,,
2020,Implantación y Desarrollo de las Estrategias Agropecuarias en el Sureste: La Depresión de Vera (Almería),,958532,,https://riuma.uma.es/xmlui/handle/10630/36802?show=full,,Implantación y desarrollo de las estrategias agropecuarias en el sureste: la depresión de Vera (Almería),,['Libro'],1|María Dolores Cámalich Massieu; 2|Francisco Javier Rodríguez Santos; 3|Jonathan Santana Cabrera; 4|José Luis Caro Herrero; 5|Juan Antonio Martos Romero; 6|Carmen Cacho Quesada; 7|Dimas Martín Socas,,"Consejo Superior de Investigaciones Científicas, Csic Ebooks",,,,,,,,,
2020,"La Construcción Secular de un Espacio Funerario Mediante Distintas Arquitecturas Monumentales: Primeras Consideraciones tras las Investigaciones en La Cobertoria (Salas, Asturias)",0213-2338,958591,10.14198/lvcentvm2020.39.03,,,"La construcción secular de un espacio funerario mediante distintas arquitecturas monumentales: primeras consideraciones tras las investigaciones en la Cobertoria (Salas, Asturias)","El Proyecto de la Cobertoria está desarrollando desde 2015 dos líneas principales de actuación. Por un lado, la revisión del inventario arqueológico del concejo de Salas con prospecciones y análisis LiDAR para descubrir nuevas tumbas o comprender mejor las ya conocidas. Por el otro, excavaciones arqueológicas en megalitos de interés para estudiar el grado de implantación de las primeras sociedades agropecuarias en el centro-occidente de Asturias. La segunda línea de trabajo se centra en las excavaciones del túmulo de la Cobertoria, incluido en la necrópolis de la sierra de San Juan. Aquí se dan a conocer los resultados preliminares de la secuencia estratigráfica de este enclave y sus fases constructivas prehistóricas, todas ellas datadas radiométricamente. Diacronías y proyectos arquitectónicos muy diferentes, desarrollados todos ellos en un largo ciclo temporal, han salido a la luz estos años. La importancia del monumento trasciende además más allá de la Prehistoria, ya que los expoliadores acudieron atraídos por el conjunto de leyendas y nombres singulares que se concentran en el lugar.",['Revista'],1|Fernando Rodríguez del Cueto; 2|Miguel Busto Zapico,,Lucentum,,,,,,,,,
2020,La Cronología Fundacional de la Malaka Fenicia: Investigaciones en el Solar del Rectorado de la Universidad de Málaga,1133-4525,958375,10.12795/spal.2020.i29.02,,,La cronología fundacional de la Malaka fenicia: investigaciones en el solar del rectorado de la Universidad de Málaga.,"Between the years 1998 and 2002 an archaeological activity was carried out in the old building of the Correos (Post and Telegraph House) of Malaga, as part of the rehabilitation work necessary for its use as the seat of the Rector’s Office of the University. The systematic study of the materials corresponding to the deepest levels of the sequence, attributed to the Phoenician archaic period, allows their dating before c . 625 BC, which makes them, to this day, the oldest known context associated to ancient Malaka. In addition to this piece of chronological data, the site stands out because of the magnitude of its architecture, located immediately to the first coastline of the time. The assemblage is of great interest to study the dynamics of the Phoenician settlement of the bay of Malaga from the foundation of La Rebanadilla, located in the neighboring estuary of the Guadalhorce River, dated in the second half of the 9th century BC.",['Revista'],1|José Suárez Padilla; 2|Joan Ramon Torres; 3|Bartolomé Mora Serrano; 4|Leticia Salvago Soto; 5|Cristina Chacón Mohedano,,Spal,,,,,,,,,
2020,"La Cronología del Yacimiento Protohistórico de Cancho Roano (Zalamea de la Serena, Badajoz, España): Dataciones Radiocarbónicas, Meseta de Hallstatt y Efecto Madera Vieja",,958367,10.15366/ane4.ochoa2020.007,,,"La cronología del yacimiento protohistórico de Cancho Roano (Zalamea de la Serena, Badajoz, España): dataciones radiocarbónicas, meseta de Hallstatt y efecto madera vieja","Este trabajo revisa dos series de dataciones radiocarbónicas del yacimiento protohistórico de Cancho Roano (Extremadura, España) obtenidas por el Instituto Rocasolano (CSIC) y el Laboratorio de Radiocarbono de la Universidad de Barcelona (UBAR) entre 1978 y 1987. Las fechas del CSIC se encuentran dentro del rango cronológico que los materiales arqueológicos establecen para la secuencia del yacimiento (en torno al s. V a.C.), pero las de la UBAR, más numerosas, presentan una gran dispersión, afectadas por la meseta de Hallstatt y el uso de carbón de madera, que dificulta su lectura y su encaje cronocultural, lo que ha provocado que hasta ahora no se hayan integrado en los debates científicos sobre el yacimiento.",['Libro'],1|Alfredo Mederos Martín; 2|Javier Jiménez Ávila,,Universidad Autónoma de Madrid Ebooks,,,,,,,,,
2020,"La Vida en la Frontera Argárica: El Asentamiento de Caramoro I (Elche, Alicante)",,958710,,https://dialnet.unirioja.es/servlet/libro?codigo=787379,,"La vida en la frontera argárica: el asentamiento de Caramoro I (Elche, Alicante)",,['Revista'],1|Francisco Javier Jover Maestre; 2|Juan Antonio López Padilla,,,,,,,,,,,
2020,"Los Castellazos (Mediana de Aragón, Zaragoza)",,958563,,,,"1.15. Los Castellazos (Mediana de Aragón, Zaragoza)",,['Revista'],1|Elena María Maestro Zaldívar; 2|Ignacio Lafragüeta Puente,,,,,,,,,,,
2020,"Manipulación de Restos Humanos en el Bronce Medio Meseteño: El Fragmento Fronto-Facial Hallado en el Yacimiento de La Huelga (Dueñas, Palencia)",1131-6993,958599,10.5209/cmpl.71649,,,"Manipulación de restos humanos en el Bronce Medio meseteño: el fragmento fronto-facial hallado en el yacimiento de La Huelga (Dueñas, Palencia)","La investigación sobre restos humanos prehistóricos, tradicionalmente centrada en las sepulturas y enterramientos de esqueletos completos, relegó el estudio de los restos secundarios y aislados, cuya gran importancia en relación con prácticas mortuorias complejas se ha ido revelando, por contra, en la bibliografía antropológica y bioarqueológica. En el caso de los yacimientos de la Edad del Bronce del interior peninsular, la creciente presencia de ‘huesos sueltos’ reclama similar consideración, y aquí se acomete el estudio de un fragmento craneal (frontal y cara) de un subadulto, datado por radiocarbono en el intervalo 1660-1497 cal BC, correspondiente a la fase Formativa de la cultura de Cogotas I, y en el que se han detectado impactos y fracturas que evidencian un tratamiento peri mortem que debió de realizarse para separar esta parte respecto de la calvaria. Para intentar comprender su significado se analizan diversas posibilidades —p.ej., sepultura destruida, máscara facial o residuo de la preparación de un elemento neurocraneal—, en relación con los comportamientos sociales que conllevan la manipulación de restos humanos, incluyendo los de fragmentación y supresión de lo individual. El avance en el conocimiento de la sociedad que realizaba estas prácticas mortuorias requiere prestar atención a su heterogénea evidencia, que incluye los restos, “sueltos” y aparentemente insignificantes como este fragmento de La Huelga.",['Revista'],1|Ángel Esparza Arroyo; 2|Javier Velasco Vázquez; 3|Alejandra Sánchez Polo,,Complutum,,,,,,,,,
2020,"Mobility across the pre-Pyrenean mountain ranges during the Chalcolithic through strontium isotopes in human enamel: La Cueva de los Cristales (Sarsa de Surta, Huesca, Spain)",,955774,10.1016/j.jasrep.2020.102343,,,"Mobility across the pre-Pyrenean mountain ranges during the Chalcolithic through strontium isotopes in human enamel: La Cueva de los Cristales (Sarsa de Surta, Huesca, Spain)","There is an increasing abundance in the archaeological record in Iberia for the Late Neolithic and the beginning of the Chalcolithic periods, mostly regarding burials. The higher pre-Pyrenean areas began to be settled more frequently, but the poor weather conditions have led researchers to suggest that human presence mostly took the form of sporadic visits. This argument has provoked substantial controversy given the increase not only in the archaeological artefacts recorded but also in the number of burial sites in less accessible places. To shed more light on the knowledge of these Chalcolithic mountain groups, we have carried out strontium isotope analysis of human enamel of individuals from the funerary cave Cueva de los Cristales (Sarsa de Surta, Huesca, España), located 1,300 m above sea level (m a.s.l.). Our results point to a pre-Pyrenean origin of the Chalcolithic groups, despite differences found among the individual values, which may be related to different locations in the pre-Pyrenean area. The added value of the study resides in the large amount of data points (up to 40) of bioavailable strontium values which will be useful for future mobility studies performed in the Pyrenean territory.",['Revista'],"1|Villalba-Mouco, Vanessa; 2|Bea, Manuel; 3|Montes, Lourdes; 4|Salazar-García, Domingo C.",1202|History; 1204|Archeology (arts and Humanities); 3302|Archeology,Journal of Archaeological Science: Reports,,,,,,,,,
2020,Multi-isotope evidence for the emergence of cultural alterity in Late Neolithic Europe,,958691,10.1126/sciadv.aay2169,,,Multi-isotope evidence for the emergence of cultural alterity in Late Neolithic Europe,Multi-isotope analyses suggest cultural differentiation as the primary reason for Late Neolithic variability in burial location.,['Revista'],1|T. Fernández-Crespo; 2|C. Snoeck; 3|J. Ordoño; 4|N. J. de Winter; 5|A. Czermak; 6|N. Mattielli; 7|J. A. Lee-Thorp; 8|R. J. Schulting,,Science Advances,,,,,,,,,
2020,New Archaeological Data on the Upper Paleolithic Site of Cueva de Malalmuerzo,1132-2217,939294,10.21630/maa.2020.71.07,,,"Nuevos datos arqueológicos del Paleolítico superior en la cueva de Malalmuerzo (Moclín, Granada, España)","The Malalmuerzo cave (Moclín, Granada, Spain) has been known since the 1980s for its archaeological remains and rock art, dated to the Neolithic and the Solutrean periods respectively. However, following thirty years of neglect, our team carried out a brief archaeological intervention after looters destroyed parts of the sediment fill of the cave. The refreshing of disturbed surfaces and the examination of a small undisturbed profile produced many archaeological remains attributed to several Magdalenian levels. The levels partially covered the depiction of a red horse, which probably dates to the Solutrean period.",['Revista'],"10|Avezuela, Bárbara; 11|Jordá Pardo, Jesús F.; 12|Uzquiano, Paloma; 13|Riquelme, José A.; 14|Ruiz-Zapata, Blanca; 15|Gil-García, María J.; 16|Ramos Muñoz, José; 17|Weniger, Gerd-Christian; 18|Palomo, Alfonso; 19|Smith, Víctor Manuel; 1|Cabello, Lidia; 20|Becerra, Serafín; 21|Salvador Fernández, Diego; 22|Dominguez-Bella, Salvador; 23|Tafelmaier, Yvonne; 24|Vijande-Vila, Eduardo; 2|Cantalejo, Pedro; 3|Espejo, Mª de Mar; 4|Buendía, Antonio F.; 5|Fernández, José M.; 6|González Ríos, Manuel; 7|González, Olga; 8|Durán, Juan José; 9|Robledo, Pedro",1204|Archeology (arts and Humanities); 3302|Archeology; 3314|Anthropology,Munibe Antropologia-Arkeologia,,,,,,,,,
2020,"Novos Trabalhos na Lapa da Bugalheira (Almonda, Torres Novas)",,960494,10.21747/978-989-8970-25-1/arqa60,,,"Novos trabalhos na Lapa da Bugalheira (Almonda, Torres Novas)","We present the results of the first year of the field work carried out at Lapa da Bugalheira (Almonda, Torres Novas) by the ARQEVO research project. We have identified an Early Neolithic occupation featuring a characteristic artefact assemblage with impressed wares (both cardial and “boquique”), geometric microliths and ornaments. The age of the assemblage has been corroborated by the radiocarbon dating of sheep and human bone samples. Comparable, coeval occupation contexts exist in the Central Limestone Massif of Estremadura, paramount among which is the Galeria da Cisterna’s (Almonda karst system)",['Libro'],1|Filipa Rodrigues; 2|Pedro Souto; 3|Artur Ferreira; 4|Alexandre Varanda; 5|Luís Gomes; 6|Helena Gomes; 7|João Zilhão,,Flup-Citcem Ebooks,,,,,,,,,
2020,"Nueva Serie de Dataciones Radiocarbónicas Sobre Hueso Humano para el Dolmen de los Zumacales (Simancas, Valladolid): Reflexiones Sobre la Temporalidad del Fenómeno Megalítico en la Meseta Norte",0082-5638,960112,10.3989/tp.2020.12250,,,"Nueva serie de dataciones radiocarbónicas sobre hueso humano para el dolmen de Los Zumacales (Simancas, Valladolid). Reflexiones sobre la temporalidad del fenómeno megalítico en la Meseta Norte","Se analiza la secuencia temporal funeraria de un monu­mento megalítico de la Meseta Norte, el dolmen de Los Zu­macales (Simancas, Valladolid), fechado anteriormente en torno a la primera mitad del IV milenio cal AC. La secuencia se basa en 12 nuevas dataciones radiocarbónicas por AMS obtenidas mediante huesos humanos, seleccionadas a partir del número mínimo de individuos representados en el osario. El modelado bayesiano de las fechas define un marco tempo­ral de uso entre 3846-3756 y 3627-3550 cal AC (1?), coinci­dente con las primeras series funerarias megalíticas regionales. La concentración de la mayoría de las dataciones del IV mi­lenio cal AC revela que la utilización del dolmen fue proba­blemente más intensa en su primera etapa. Además, el análi­sis ha identificado un individuo depositado al inicio del Calcolítico, algo que, sin dejar de considerar que la fecha sea errónea, supondría el reconocimiento de una reutilización pre­histórica de la que nada se conocía hasta ahora.",['Revista'],1|Angélica Santa Cruz del Barrio; 2|Rodrigo Villalobos García; 3|Germán Delibes de Castro,,Trabajos de Prehistoria,,,,,,,,,
2020,Nuevas Dataciones de Restos Humanos en Cueva Atribuidos a la Edad del Hierro en Cantabria,1132-2217,958364,10.21630/maa.2020.71.05,,,Nuevas dataciones de restos humanos en cueva atribuidos a la Edad del Hierro en Cantabria (España),"RESUMENSe presentan las dataciones realizadas en el marco del proyecto ""El uso de las cuevas durante la Edad del Hierro en Cantabria"" sobre restos humanos de las cuevas de La Callejonda, La Graciosa I, La Graciosa II, El Calero II y Lamadrid, atribuidos a ese periodo de la Protohistoria.Aunque diversos investigadores han considerado que se trataba de contextos sepulcrales, los resultados obtenidos",['Revista'],1|Rafael Bolado del Castillo; 2|Enrique Gutiérrez Cuenca; 3|José Ángel Hierro Gárate,,Munibe Antropologia-Arkeologia,,,,,,,,,
2020,Origins and Genetic Legacy of Prehistoric Dogs,0036-8075,960496,10.1126/science.aba9572,,,Origins and genetic legacy of prehistoric dogs,"Dogs were the first domestic animal, but little is known about their population history and to what extent it was linked to humans. We sequenced 27 ancient dog genomes and found that all dogs share a common ancestry distinct from present-day wolves, with limited gene flow from wolves since domestication but substantial dog-to-wolf gene flow. By 11,000 years ago, at least five major ancestry lineages had diversified, demonstrating a deep genetic history of dogs during the Paleolithic. Coanalysis with human genomes reveals aspects of dog population history that mirror humans, including Levant-related ancestry in Africa and early agricultural Europe. Other aspects differ, including the impacts of steppe pastoralist expansions in West and East Eurasia and a near-complete turnover of Neolithic European dog ancestry.",['Revista'],10|David Anthony; 11|Ekaterina Antipina; 12|Sarieh Amiri; 13|Guy Bar-Oz; 14|Vladimir I. Bazaliiskii; 15|Jelena Bulatovi?; 16|Dorcas Brown; 17|Alberto Carmagnini; 18|Tom Davy; 19|Sergey Fedorov; 1|Anders Bergström; 20|Ivana Fiore; 21|Deirdre Fulton; 22|Mietje Germonpré; 23|James Haile; 24|Evan K. Irving-Pease; 25|Alexandra Jamieson; 26|Luc Janssens; 27|Irina Kirillova; 28|Liora Kolska Horwitz; 29|Julka Kuzmanovic-Cvetkovi?; 2|Laurent Frantz; 30|Yaroslav Kuzmin; 31|Robert J. Losey; 32|Daria Ložnjak Dizdar; 33|Marjan Mashkour; 34|Mario Novak; 35|Vedat Onar; 36|David Orton; 37|Maja Pasari?; 38|Miljana Radivojevi?; 39|Dragana Rajkovi?; 3|Ryan Schmidt; 40|Benjamin Roberts; 41|Hannah Ryan; 42|Mikhail Sablin; 43|Fedor Shidlovskiy; 44|Ivana Stojanovi?; 45|Antonio Tagliacozzo; 46|Katerina Trantalidou; 47|Inga Ullén; 48|Aritza Villaluenga; 49|Paula Wapnish; 4|Erik Ersmark; 50|Keith Dobney; 51|Anders Götherström; 52|Anna Linderholm; 53|Love Dalén; 54|Ron Pinhasi; 55|Greger Larson; 56|Pontus Skoglund; 5|Ophelie Lebrasseur; 6|Linus Girdland-Flink; 7|Audrey T. Lin; 8|Jan Storå; 9|Karl-Göran Sjögren,,Science,,,,,,,,,
2020,"Prospecciones Arqueológicas en la Guarguera (Sabiñánigo, Huesca): Sondeos en los Abrigos de Saliellas-San Úrbez y el Pascualín",,958548,,https://www.researchgate.net/profile/Jose-Ignacio-Lizalde/publication/342314974_III_CONGRESO_DE_ARQUEOLOGIA_Y_PATRIMONIO_ARAGONES/links/5eecef1ca6fdcc73be89f961/III-CONGRESO-DE-ARQUEOLOGIA-Y-PATRIMONIO-ARAGONES.pdf#page=50,,"1.4. Prospecciones arqueológicas en la Guarguera (Sabiñánigo, Huesca). Sondeos en los abrigos de Saliellas-San Úrbez y el Pascualín",,['Revista'],1|Abel Berdejo Arceiz; 2|Andrés Rodríguez Sobrino; 3|Alberto Obón Zúñiga; 4|Hugo Ábalos Aguilar; 5|Paula Gallego Fernández; 6|Ester Pardina Morlanez; 7|Marta Alcolea; 8|Alejandro Sierra Sáinz Aja,,,,,,,,,,,
2020,"The Chronology of the Defensive Systems at Los Millares (Santa Fe de Mondújar, Almería, Spain)",,958525,10.2307/jj.15136001.8,,,"The chronology of the defensive systems at Los Millares (Santa Fe de Mondújar, Almería, Spain)",,['Libro'],1|Fernando Molina González; 2|José Andrés Afonso Marrero; 3|Juan Antonio Cámara Serrano; 4|Alberto Dorado Alejos; 5|Rafael María Martínez Sánchez; 6|Liliana Spanedda,,Archaeopress Publishing Ltd Ebooks,,,,,,,,,
2020,The Deposition of Human Remains inside Chalcolithic Ditched Enclosures:,1461-9571,958377,10.1017/eaa.2020.4,,,"The Deposition of Human Remains Inside Chalcolithic Ditched Enclosures: Ditch 5 at Marroquíes (Jaén, Spain)","In the last few decades, the discovery of large ditched enclosures in Iberia has revealed the diversity and complexity of deposition and manipulation of human bone remains. Alongside traditional ritual burials (mainly megalithic tombs and hypogea), fragmented and scattered human bones mixed with other kinds of material culture began to appear in many features. This is the case for Ditch 5 at Marroquíes, which offers an excellent opportunity to explore this ritual behaviour. Based on a multi-proxy approach, three main conclusions can be drawn: 1) the skeletal elements present show deliberate selection of particular categories of bones; 2) depositional episodes included the remains of people who died at different points in time and were subject to different taphonomic processes, and 3) mobility patterns indicate that all individuals, with one possible exception, were local. The movement and manipulations of body parts may reflect the active role of people after death as social and symbolic elements that retain agency and capacity for action.",['Revista'],1|M. Díaz-Zorita Bonilla; 2|J. Beck; 3|G. Aranda Jiménez; 4|L. Milesi García; 5|M. Sánchez Romero; 6|A. Lozano Medina; 7|J. Escudero Carrillo; 8|C. Knipper,,European Journal of Archaeology,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
2020,"The Human Remains from the Lumentxa Cave (Lekeitio, Biscay, Northern Iberian Peninsula): Paleobiology, Taphonomy and Chronology",1040-6182,960498,10.1016/j.quaint.2020.06.043,,,"The human remains from the Lumentxa cave (Lekeitio, Biscay, Northern Iberian Peninsula): Paleobiology, Taphonomy and Chronology",,['Revista'],1|Andrea García-Sagastibelza; 2|José Luis Arribas; 3|Diego López-Onaindia; 4|Emma Pomeroy; 5|Antonio Rodríguez-Hidalgo; 6|Dominique Castex; 7|Christine Couture-Veschambre; 8|Asier Gómez-Olivencia,,Quaternary International,,,,,,,,,
2020,The Life-History of a Late Mesolithic Woman in Iberia: A Sequential Multi-Isotope Approach,1040-6182,958521,10.1016/j.quaint.2020.06.016,,,The life-history of a late Mesolithic woman in Iberia: A sequential multi-isotope approach,,['Revista'],1|T. Fernández-Crespo; 2|P.J. le Roux; 3|J. Ordoño; 4|P.W. Ditchfield; 5|R.J. Schulting,,Quaternary International,,,,,,,,,
2020,"The Radiocarbon Chronology and Temporality of the Megalithic Cemetery of Los Millares (Almería, Spain)",1866-9565,958660,10.1007/s12520-020-01057-7,,,"The radiocarbon chronology and temporality of the megalithic cemetery of Los Millares (Almería, Spain)",,['Revista'],1|Gonzalo Aranda Jiménez; 2|Marta Díaz-Zorita Bonilla; 3|Derek Hamilton; 4|Lara Milesi; 5|Margarita Sánchez Romero,,Archaeological and Anthropological Sciences,,,,,,,,,
2020,"Wooden Technology During the Iron Age: The Aspio Cave (Ruesga, North Spain)",1468-0092,958714,10.1111/ojoa.12183,,,"WOODEN TECHNOLOGY DURING THE IRON AGE: THE ASPIO CAVE (RUESGA, NORTH SPAIN)","Summary Remains of perishable materials only survive at archaeological sites in extraordinary preservation conditions. This means that some technologies, such as woodworking, are clearly under?represented in the archaeological record. Twelve wooden objects were found in the Aspio Cave (Ruesga, Cantabria). The application of an appropriate analytical methodology has allowed us to identify the processes of their selection, acquisition, fabrication and main morphological characteristics. In the case of the combs, morphological parallels have been established with artefacts at Iron Age sites in the British Isles. This singular archaeological assemblage, from a deposit dated in the second or first centuries cal BC, enables an exploration of the role of wood technology in Iron Age societies in Cantabrian Spain.",['Revista'],1|Rafael Bolado del Castillo; 2|Oriol López?Bultó; 3|Miriam Cubas,,Oxford Journal of Archaeology,,,,,,,,,
2021,Animal Consumption and Social Change: The Vertebrates from Ditch 7 in the Context of a Diachronic Approach to the Faunal Remains at Perdigões Enclosure (3400-2000 BC),1132-6891,958596,10.15366/archaeofauna2021.30.005,https://www.researchgate.net/publication/355152523_Animal_consumption_and_social_change_the_vertebrates_from_Ditch_7_in_the_context_of_a_diachronic_approach_to_the_faunal_remains_at_Perdigoes_enclosure_3400-2000_BC,,Animal consumption and social change: the vertebrates from Ditch 7 in the context of a diachronic approach to the faunal remains at Perdigões enclosure (3400-2000 BC),"The results from the study of the faunal assemblage from ditch 7 of the Perdigões enclosure (Reguengos de Monsaraz, Portugal) are presented. Dated to the Chalcolithic and the transition to the early Bronze Age it comprises a total of 3380 remains. Results show the rele- vance of swine, caprines, cervids, bovines and equids and their diachronic oscillation. Indicators of butchering and consumption were recorded, comprising cutmarks, anthropogenic breakage, thermo-alterations and tooth marks, the latter mainly of a carnivore origin.",['Revista'],1|NELSON J. ALMEIDA; 2|ANTÓNIO CARLOS VALERA,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
