filename,author,title,doi,language,bertopic_topic,bertopic_prob
1146_Subsistence.pdf,T. Fernández-Crespo,Subsistence shift and socio-economic response to cultural and climate changes among north-central Iberian megalithic groups,10.1016/j.jas.2021.105451,en,2,0.970684509838237
1147_Enclave singular_2021.pdf,,**MUNIBE** Antropologia-Arkeologia nº 72 57-69 DONOSTIA,10.21630/maa.2021.72.03,es,2,1.0
1148_Fortificacion_2021.pdf,"Gutiérrez Soler, Luis María",¿La fortificación ibérica de Giribaile? Caracterización formal e interpretación arquitectónica de la muralla de cajones,10.1344/Pyrenae2021.vol52num2.2,es,2,0.9731220461389344
1149_Aportaciones al uso del espacio_2022.pdf,María Pastor Quiles,"Gorgociles del Escabezado II (Jumilla, Murcia). Aportaciones al uso del espacio y a la arquitectura de la Edad del Bronce del sudeste de la península ibérica",10.3989/arq.arqt.2022.001,es,2,1.0
1150_At the begginings_2022.pdf,Eduardo Vijande-Vila,At the beginnings of the funerary Megalithism in Iberia at Campo de Hockey necropolis,10.1038/s41598-022-13014-6,en,2,0.9887239127091368
1151_Cerámica roja_2022.pdf,,cupauam 48|2| (2022) - Páginas 11-43 Recibido: 24-01-2022 - Aceptado: 14-09-2022,10.15366/cupauam2022.48.2.001,es,2,0.9747365525615989
1153_Cueva de la dehesilla_2022.pdf,García Rivero,"Cueva de la Dehesilla: nuevos datos estratigráficos, materiales y radiocarbónicos (corte c006) y revisión de su secuencia neolítica",10.12795/spal.2022.i31.03,es,1,1.0
1154_Deposito ritual_2022.pdf,Rafael Bolado del Castillo,"El depósito ritual de la Edad del Hierro de la cueva del Aspio (Ruesga, Cantabria)",10.5209/cmpl.84159,es,2,1.0
1155_El estudio de las tradiciones tecnicas_2022.pdf,,nº 73 47-64 DONOSTIA 2022 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2022.73.09,es,2,0.9444036592362189
1156_Monumento fundacional_2022.pdf,"María Alejo Armijo, Luis María Gutiérrez Soler, Fernando Prados Martínez, Antonio Jesús Ortiz Villarejo, José Antonio Alejo Sáez",El monumento fundacional de la plataforma inferior de Giribaile (Jaén). Espacio ideológico de arquitectura social y representativa ; The foundational monument of the lower platform of Giribaile (Jaén). An ideological space of social and representative architecture,10.3989/tp.2022.12293,es,2,0.9849954927420802
1157_Oppidum_2022.pdf,,**MUNIBE** Antropologia-Arkeologia nº 73 149-165 DONOSTIA 2022 ISSN 1132-2217 • eISSN 2172-4555,10.21630/maa.2022.73.05,es,2,1.0
1158_Gorgociles_2022.pdf,María Pastor Quiles,"Gorgociles del Escabezado II (Jumilla, Murcia). Aportaciones al uso del espacio y a la arquitectura de la Edad del Bronce del sudeste de la península ibérica",10.3989/arq.arqt.2022.001,es,2,1.0
1159_Cronologia temporalidad_2022.pdf,José E. Márquez-Romero,"Investigaciones en el Sector L1 del Complexo arqueológico dos Perdigões (Reguengos de Monsaraz, Portugal): cronología y temporalidad de dos recintos de fosos calcolíticos (F1 y F2) = Researchs in Sector l1 of the Complexo Arqueológico dos Perdigões (Reguengos de Monsaraz, Portugal): Chronology and Temporality of two Chalcolithic Pit Enclosures (f1 and f2)",10.14201/zephyrus2022895783,es,2,0.9561018395098688
1160_La ceramica del neolitico antiguo_2022.pdf,Daniel García Rivero,La cerámica del Neolítico antiguo de la Cueva de los Murciélagos de Zuheros,10.5209/cmpl.84154,es,2,0.9901104213690243
1161_La comunidad prehistorica_2022.pdf,,Microsoft Word - Recensiones.docx,,en,2,0.943612831441947
1162_La sima del ciervo_2022.pdf,,Microsoft Word - MAQUETADO Laborda.docx,10.26754/ojs_salduie/sald.2022227339,es,2,0.9451821522268589
1163_Nuevas dataciones_2022.pdf,,cupauam 48|1| (2022) - Páginas 11-29 Recibido: 21-08-2021 - Aceptado: 04-05-2022,10.15366/cupauam2022.48.1.001,es,2,0.9276586511936069
1164_Nuevo tipo enterrador_2022.pdf,Benítez de Lugo Enrich,"Bocapucheros (Almagro, Ciudad Real): nuevo tipo de enterramiento tumular en la Cultura de las Motillas",10.12795/spal.2022.i31.19,es,1,0.869152083252037
1165_O cocheiro_2022.pdf,Sousa,"O concheiro do Lisandro (Mafra, Lisboa, Portugal): novos dados sobre a exploração de recursos aquáticos no Neolítico da Península de Lisboa",10.12795/spal.2022.i31.02,pt,2,0.9380845384428514
1166_Produccion y consumo de marfil_2022.pdf,,cupauam 48|2| (2022) - Páginas 79-106 Recibido: 01-12-2022 - Aceptado: 14-12-2022,10.15366/cupauam2022.48.2.003,es,2,0.978746255850531
1167_The chronology_2022.pdf,Salvador Pardo-Gordó,The chronology of archaeological assemblages based on an automatic Bayesian procedure: Eastern Iberia as study case,10.1016/j.jas.2022.105555,en,2,0.9773540351869942
1168_The mesolithic of atlantic coastal spain_2022.pdf,Geoffrey A. CLARK,The Mesolithic of Atlantic Coastal Spain,10.5852/cr-palevol2022v21a3,fr,2,0.9573004251656047
1169_The tempo of the iberian megalithic_2022.pdf,Gonzalo Aranda Jiménez,The tempo of the Iberian megalithic rituals in the European context: The cemetery of Panoría,10.1016/j.jas.2022.105579,en,2,0.9860460987701418
1170_Alabarda argarica_2022.pdf,Luis Benítez de Lugo Enrich,"Una alabarda argárica en la motilla de El Retamar (Argamasilla de Alba, Ciudad Real): contexto, datación, procedencia e interpretación",10.5209/cmpl.80887,es,2,1.0
1171_Practicas funerarias_2023.pdf,Daniel García Rivero,Actas del VII Congreso,10.12795/9788447224234,es,2,1.0
1172_A multi-stage bayesian modelling_2023.pdf,Oreto García-Puchol,"A multi-stage Bayesian modelling for building the chronocultural sequence of the Late Mesolithic at Cueva de la Cocina (Valencia, Eastern Iberia)",10.1016/j.quaint.2023.05.015,en,2,0.9548658113712526
1173_Animal exploitation_2023.pdf,"Nelson J. Almeida, Miguel Serra, Eduardo Porfírio, Sofia Silva","Animal exploitation in Southwestern Iberia at the end of the second millennium BCE: insights from the Late Bronze Age of Outeiro do Circo (Beja, Portugal)",10.5209/cmpl.88939,en,2,0.8399949842131434
1174_Aproximaciones bayesianas_2023.pdf,María Pilar Escribá Ruiz,"Aproximación bayesiana a las dinámicas secuenciales de los campos de hoyos. El caso de Camí de Missena (La Pobla del Duc, València) = Sequential Dynamics Linked with Negative Structures through a Bayesian Approximation. The Case of Camí de Missena (La Pobla del Duc, València)",10.14201/zephyrus2023913756,en,1,1.0
1175_Cronologia minas neoliticas Can Tintorer_2023.pdf,,nº 74 Online First DONOSTIA,10.21630/maa.2023.74.02,es,2,0.9743192035919814
1176_betilos_2023.pdf,Nión-Álvarez,"El Edificio de los Betilos (Castro de Elviña, A Coruña): religiosidad e interacciones culturales en la Edad del Hierro del NoroesteEl Edificio de los Betilos (Castro de Elviña, A Coruña): religiosidad e interacciones culturales en la Edad del Hierro del Noroeste",10.12795/spal.2023.i32.14,es,2,1.0
1177_Funerary practices in megalithic tombs_2023.pdf,Lara Milesi García,Funerary practices in megalithic tombs during the Argaric Bronze Age in South-Eastern Iberia: The cemetery of Los Eriales,10.1016/j.jasrep.2023.103972,en,2,1.0
1178_NewMegalithicMonumentAntequeraWorldHeritageSite-Antiquity_2023.pdf,,S0003598X23000352jra 1..20,10.15184/aqy.2023.35,en,2,0.932128046021605
1179_La_Balma_del_Barranc_de_La_Fontanella_Vilafranca_C_2023.pdf,Dídac Román,"La Balma del Barranc de la Fontanella (Vilafranca, Castelló) y sus implicaciones en el conocimiento del Mesolítico Geométrico del Mediterráneo ibérico y el Valle del Ebro",10.5209/cmpl.88937,es,1,1.0
1180_Aguilella_et_al2023CovachaBarrancoFrailes.pdf,Aguilella,"La Covacha del barranco de los Frailes (Mosqueruela, Teruel): una pequeña cavidad sepulcral de la Edad del Bronce",10.1344/Pyrenae2023.vol54num2.1,ca,1,1.0
1181_CuestaRomero2023metalurgia.pdf,"Julián Cuesta Romero, Ignacio Ruiz Vélez, Marta Francés Negro, Eduardo Bartolomé Monzón, María Victoria Palacios Palacios, Desiderio Marina González, Doroteo Gonzalo Mozo, Miguel Arribas Alonso","La minería y metalurgia del hierro como actividad especializada en el castro de La Cabeza (Huerta Abajo, Burgos)",10.5209/cmpl.88942,es,2,0.9751268847983586
1182_The earliest basketry in southern Europe_2023.pdf,"Francisco Martínez-Sevilla, Maria Herrero-Otal, María Martín-Seijo, Jonathan Santana, José A. Lozano Rodríguez, Ruth Maicas Ramos, Miriam Cubas, Anna Homs, Rafael M. Martínez Sánchez, Ingrid Bertin, Rosa Barroso Bermejo, Primitiva Bueno Ramírez, Rodrigo de Balbín Behrmann, Antoni Palomo Pérez, Antonio M. Álvarez-Valero, Leonor Peña-Chocarro, Mercedes Murillo-Barroso, Eva Fernández-Domínguez, Manuel Altamirano García, Rubén Pardo Martínez, Mercedes Iriarte Cela, Javier L. Carrasco Rus, Carmen Alfaro Giner, Raquel Piqué Huerta",The earliest basketry in southern Europe: Hunter-gatherer and farmer plant-based technology in Cueva de los Murciélagos (Albuñol),10.1126/sciadv.adi3055,en,2,0.9618470816349103
1183_Necrópolis+de+Alcaide+Capítulo+4_2024.pdf,,**Cronología** Lara Milesi García Víctor Jiménez-Jáimez Alfonso Palomo Laburu,10.12795/spal.2021.i30.02._,es,2,0.9186771092121961
1184_Necropolis prehistorica de sepulcros excavados en el cortijo de Alcaide_2024.pdf,,"Necrópolis prehistórica de sepulcros excavados en roca en el cortijo de Alcaide **(Antequera, Málaga)**",10.1002/oa.719_,es,2,0.9734571393228993
1185_Huet-NeoNet Atlantic-2024.pdf,Thomas Huet,NeoNet Atlantic. Radiocarbon Dates for the Late Mesolithic/Early Neolithic Transition in the Southern European Atlantic Coast,10.5334/joad.120,en,2,0.9818354042960714
1187_DiazDelRio_strontium_mobility_Iberia_2022.pdf,Pedro Díaz-del-Río,Paleomobility in Iberia: 12 years of strontium isotope research,10.1016/j.jasrep.2022.103653,en,1,0.7630656922022818
1190_1999.pdf,,,,en,0,1.0
433_2000.pdf,M. Oliva Rodríguez-Ariza,"Conservación y puesta en valor del yacimiento argárico de Castellón Alto (Galera, Granada)",,es,2,0.21570115114433688
435_2000.pdf,https://www.researchgate.net/publication/367392209,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/367392209",,en,1,1.0
439_2000.pdf,ANGEL,Presentación de PowerPoint,,en,1,0.9073987510405341
440_2000.pdf,Dirk Brandherm,"El poblamiento argárico de Las Herrerías (Cuevas de Almanzora, Almería) según la documentación inédita de L. Siret",,es,2,0.21477661123234054
442_2000.pdf,,**==> picture [212 x 216] intentionally omitted <==**,,en,0,1.0
443_2000.pdf,https://www.researchgate.net/publication/367395820,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/367395820",,en,1,1.0
446_2000.pdf,,## **EXPRESIONES FUNERARIAS DE LA PREHISTORIA RECIENTE DE CARMONA (SEVILLA) EXPRESIONES FUNERARIAS DE LA PREHISTORIA RECIENTE DE CARMONA FUNERARY EXPRESIONS FROM THE RECENT PREHISTORY OF CARMONA (SEVILLA) (SEVILLA)**,10.12795/spal.2000.i9.21,es,2,0.9143306848948078
447_2000.pdf,,,,en,2,0.7727903070145365
450_2000.pdf,Sebastián Celestino Pérez,"Investigación, adecuación y musealización del santuario protohistórico de Cancho Roano (Zalamea de la Serena, Badajoz)",,es,2,0.20700613776774113
451_2000.pdf,Germán Delibes de Castro,Itinerario arqueológico de los dólmenes de Sedano (Burgos),,es,2,0.21763389581954548
452_2000.pdf,Natàlia Alonso,"“La fortaleza de Arbeca. El proyecto Vilars 2000”. Investigación, recuperación y socialización del conocimiento y del patrimonio",,es,2,0.22624779071928325
454_2000.pdf,,,,es,2,1.0
455_2000.pdf,,**MUNIBE** (Antropologia-Arkeologia) Supl. Nº 12 11-211 SAN SEBASTIAN 2000 ISSN 1132-2217,,es,2,0.9377684346657946
456_2000.pdf,ANGEL,Presentación de PowerPoint,,en,1,1.0
458_2000.pdf,,**==> picture [34 x 13] intentionally omitted <==**,,en,2,0.8516971813297557
460_2000.pdf,,"_Complutum_ , 11, 2000: 63-85",,es,2,0.9441673038857729
462_2000.pdf,,"_Complutum_ , 11, 2000: 191-208",,es,2,0.9278022660219424
466_2001.pdf,,A Anta 2 da Herdade de Santa Margarida (Reguengos de Monsaraz),,pt,2,0.981280580988936
467_2001.pdf,,,,en,0,1.0
469_2001.pdf,Josep Antoni Alcover,Bases per al coneixement del contacte entre els primers colonitzadors humans i la naturalesa de les Balears,,en,0,1.0
472_2001.pdf,,Microsoft Word - Cueva Oscura de Ania.doc,,unknown,0,1.0
473_2001.pdf,https://www.researchgate.net/publication/373294921,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/373294921",,en,1,0.9639037755478919
476_2001.pdf,Q3,00-primeras,,es,1,0.8627614636136668
478_2001.pdf,Carmen Cacho Quesada,El Tossal de la Roca (Alicante). Nuevos datos sobre el Magdaleniense Mediterráneo de la Península Ibérica,,es,2,0.22341523235743094
479_2001.pdf,,,,en,0,1.0
480_2001.pdf,Víctor Manuel Guerrero Ayuso,El megalitismo mallorquín en el contexto del Mediterráneo Occidental,,es,2,0.9261687517878145
482_2001.pdf,Q3,00-primeras,,es,2,0.9647099287723571
483_2001_error.pdf,https://www.researchgate.net/publication/270338105,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/270338105",,es,1,0.8077634329994786
484_2001.pdf,,## II ACTIVIDADES SISTEMÁTICAS Y PUNTUALES,,es,2,0.9753483098564653
485_2001.pdf,,_**La campaña de excavación de 2001 en Biniparratx Petit (Menorca). Avance de los primeros análisis radiocarbónicos**_,,es,2,0.9575815539692434
486_2001.pdf,,,,en,2,0.8269778116700145
489_2001.pdf,,Radiocarbon evidence for maritime pioneer colonization at the origins of farming in west Mediterranean Europe,,en,2,0.9650976298468718
490_2001.pdf,,## III ACTIVIDADES DE URGENCIA,,es,2,0.9785755045559964
491_2001.pdf,Administrador,Revisiting,10.1017/S0079497X00001687,en,2,0.9331954298453824
575_JuanCabanillesetal_2005.pdf,https://www.researchgate.net/publication/279058176,untitled,10.13140/RG.2.1.2578.9600,es,1,0.9353762659000195
576_santa_MAria_De_Castro_2005.pdf,,,,en,0,0.9757259631436579
577_yacimiento_Calcolitico_Santa_Lucia_2005.pdf,,ESTUDIOS DE ARQUEOLOGIA ALAVESA. TOMO 22,,es,2,0.9242645762094972
580_2005.pdf,,**==> picture [105 x 13] intentionally omitted <==**,,en,0,0.9828694858201519
583_2005.pdf,,**EL CAMPAMENTO PREHISTÓRICO DE MENDANDIA: Ocupaciones mesolíticas y neolíticas entre el 8500 y el 6400 b.P.**,,en,2,0.8904013638802968
586_2005.pdf,mdn Hübner GmbH,1841711543,10.30861/9781841711546,en,1,0.5570635319625143
587_2005.pdf,,**==> picture [595 x 69] intentionally omitted <==**,,en,0,0.696781056160055
591_2005.pdf,,**==> picture [431 x 614] intentionally omitted <==**,,es,2,0.934388268608415
593_2005.pdf,lasmthwm,Microsoft Word - Elpedroso.doc,,en,1,1.0
594_2005.pdf,g5,RAP 1.indd,,es,2,1.0
595_2005.pdf,,"|l.|PLANTEAMIENTOS GENERALES......... .......... .............. .... . . ...... . ....., . . .|7|",,es,2,0.9710455762012561
596_2005.pdf,,_Encuentro de Jóvenes Investigadores sobre Bronce Final y Edad del Hierro en la Península Ibérica_,,es,2,0.9676042825671936
598_2005.pdf,Norberto Mesado Oliver,TVSIP105_Mesado,,es,2,0.9387039403387333
599_2005.pdf,,"Anejos de _AEspA_ XXXV, 2005, pág. 305",,en,2,0.9268638984938122
600_2005.pdf,https://www.researchgate.net/publication/291024488,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/291024488",,en,1,0.9664120068628108
601_2005.pdf,,Planimetría general del proyecto de musealización de Toralla.,,es,2,0.9604503496722576
604_2005.pdf,,"## **LOS฀POYOS฀DEL฀MOLINILLO฀(FRIGILIANA).฀ NUEVO฀YACIMIENTO฀DE฀LA฀EDAD฀DEL฀BRONCE฀EN฀LA฀ AXARQUÍA฀ORIENTAL฀(MÁLAGA,฀ANDALUCÍA)***",,es,2,0.9334904555185534
605_2005.pdf,Enrique,Microsoft Word - Pages from 1 to 44.doc,10.30861/9781841718316,en,1,0.47911904451332626
606_2005.pdf,cltbecssti,2002-2003_3,,ca,2,1.0
610_2005.pdf,Quim,01 article.qxp,,es,2,0.9675832478207235
611_2005.pdf,https://www.researchgate.net/publication/28148518**,"**See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/28148518**",,es,1,0.9042100844584248
612_2005.pdf,Patricia Mañana Borrazas,"Túmulo 5 de Forno dos Mouros (Ortigueira, A Coruña). Primeiros resultados",,es,2,0.2141737817094267
614_2005.pdf,Ignacio1,001,,es,2,0.8935033662624101
615__2006.pdf,Administrator,Soares.fm,10.1017/S0033822200035384,en,2,0.9770113073803971
616_2006.pdf,Maria Pilar,capitol 1-bo,,es,2,1.0
617_2006.pdf,,"**EL ABRIC DE LA FALGUERA (Alcoi, Alacant). 8.000 años de ocupación humana en la cabecera del río de Alcoi**",,es,2,0.9954696687767149
619_2006.pdf,Usuario,Saldvie_6(Montes Martinez).qxp,,es,2,0.9806079784286086
620_2006.pdf,,**==> picture [41 x 155] intentionally omitted <==**,,es,2,0.8027150187931694
621_2006.pdf,,# **LA NECRÓPOLIS DE MEDELLÍN I. LA EXCAVACIÓN Y SUS HALLAZGOS**,,es,2,0.961116827903595
622_2006.pdf,,Ocupación prehistórica Illeta,,es,2,0.9173064620616092
623_2006.pdf,JUAN,01 Yolanda Alvarez,,es,2,0.9342017728336873
624_2007.pdf,,## **A datação pelo radiocarbono das fases de ocupação do Porto das Carretas: algumas relexões sobre a cronologia do Campaniforme**,,en,2,0.9893772465678526
626_2007.pdf,Arrabal,"09. Gema ElviraÉ, Eduardo É",,es,2,0.9566695164226323
627_2007.pdf,,"## CAMPO DE HOYOS CON CERÁMICAS PROTOCOGOTAS EN LA CUENCA MEDIA DEL GUADIANA: EL CARRASCALEJO, BADAJOZ",,es,2,0.9203435477231603
630_2007.pdf,,**==> picture [19 x 787] intentionally omitted <==**,,es,2,1.0
647_2008.pdf,,BSSA,,es,2,0.9622956502967736
648_2008.pdf,,"NUEvOS DATOS SOBRE LA CRONOLOGÍA DEL SEPULCRO MEGALÍTICO DEL «TESORILLO DE LA LLANÁ» (ALOzAINA, MÁLAGA)",,es,2,0.9242286227348232
649_2008.pdf,,"## **O Casarão da Mesquita 3 (S. Manços, Évora): um sítio de fossas “silo” do Bronze Pleno/Final na Encosta do Albardão**",,pt,2,0.982407516828666
651_2008.pdf,Usuario,Microsoft Word - S-1-05-SAN_CHUIS.doc,,es,2,1.0
652_2008.pdf,F. Xavier Oms Arias,"Caracterizació tècnica, tipològica i cronològica de les ceràmiques del Neolític antic de la Cova Colomera (Prepirineu de Lleida)",,ca,2,0.907254311796742
653_2008.pdf,,## DINÁmICA ANTrÓPICA EN El BIErZO (lEÓN) DESDE ÉPOCA rOmANA: ESTUDIO PAlINOlÓGICO DE CASTrO VENTOSA,,es,2,0.9166233692653083
654_2008.pdf,,- IV congreso neolítico tomo II.indb,,es,2,0.6476615618667153
655_2008.pdf,,- IV congreso neolítico tomo I.indb,,es,2,0.6502929392870278
656_2008.pdf,,01_01,,ca,2,0.9789604443983719
657_2008.pdf,,- IV congreso neolítico tomo I.indb,,es,2,0.7523552669302619
659_2008.pdf,jesus.jimenez.guijar,pub_58.pdf,,es,2,0.897243425405638
660_2008.pdf,,"## **ENTERRAMIENTO MASCULINO EN FOSA, CUBIERTO DE CANTOS RODADOS, EN EL NEOLÍTICO ANTIGUO DE LA CUEVA DE CHAVES**",,es,2,0.9666543485054994
661_2008.pdf,,"## **ESTRUCTURA, CONTEXTO Y CRONOLOGÍA DE LA MINA DE SÍLEX DE CASA MONTERO (MADRID)**",,es,2,1.0
662_2008.pdf,Thierry Aubry,"Palaeolithic engravings and sedimentary environments in the COa River Valley (Portugal): implications for the detection, interpretation and dating of open-air rock art",10.1016/j.jas.2010.07.033,en,2,0.9342759329513279
663_2008.pdf,,- IV congreso neolítico tomo II.indb,,es,2,0.880298618560758
664_2008.pdf,,**==> picture [158 x 78] intentionally omitted <==**,,unknown,0,1.0
665_2008.pdf,,untitled,,es,2,1.0
666_2008.pdf,,- IV congreso neolítico tomo I.indb,,es,2,0.918327579047412
667_2008.pdf,Usuario,Geo45 (2).PMD,,es,2,0.8786773415755419
669_2008.pdf,,- IV congreso neolítico tomo I.indb,,es,2,0.9653003459136896
670_2008.pdf,,"Vilalba, Lugo (ESP) ISSN: 1134-6787",,es,2,0.9750218140001695
671_2008.pdf,https://www.researchgate.net/publication/236175985,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/236175985",,en,1,1.0
672_2008.pdf,,00-PRIMERAS.indd,,es,2,1.0
673_2008.pdf,,- IV congreso neolítico tomo I.indb,,es,2,1.0
675_2008.pdf,,- IV congreso neolítico tomo II.indb,,es,2,0.6697033846296995
676_2009.pdf,Carmen Alonso Fernández,"El depósito de armas del bronce final de «Los Cascajos», Grañón (La Rioja)",,es,2,1.0
677_2009.pdf,,## 46. A view from the edges: the Mesolithic settlement of the interior areas of the Iberian Peninsula reconsidered,,en,2,0.919672262605127
678_2009.pdf,Rui,Rui Boaventura,,pt,2,0.9654759769401948
678_2009_1.pdf,Rui,## UNIVERSIDADE DE LISBOA,,pt,2,0.9727725782226059
678_2009_2.pdf,Rui,Rui Boaventura,,pt,2,0.964466929734707
679_2009.pdf,Jorge Martínez-Moreno,Balma Guilanyà (Prepirineo de Lleida) y el Aziliense en el noreste de la Península Ibérica,10.3989/tp.2009.09021,es,2,0.9186667234470633
680_2009.pdf,,"UDK 903.2(36)""633\634"">551.583>314.18",10.4312/dp.36.4,en,2,1.0
681_2009.pdf,Georges Sauvet,Untitled,,en,0,0.8212196795196146
682_2009.pdf,,"TRABAJOS DE PREHISTORIA 66, N.º 1, enero-junio 2009, pp. 145-159, ISSN: 0082-5638 doi: 10.3989/tp.2009.09017",10.3989/tp.2009.09017,es,2,0.9528182355412333
683_2009.pdf,,"TRABAJOS DE PREHISTORIA 66, N.º 1, enero-junio 2009, pp. 145-159, ISSN: 0082-5638 doi: 10.3989/tp.2009.09017",10.3989/tp.2009.09017,es,2,0.9517116890838714
684_2009.pdf,,**==> picture [437 x 21] intentionally omitted <==**,,en,2,1.0
685_2009.pdf,Joaquín Lomba Maurandi et. al.,"El enterramiento múltiple, calcolítico, de Camino del Molino (Caravaca, Murcia). Metodología y primeros resultados de un yacimiento excepcional",10.3989/tp.2009.09025,es,2,0.9502101878570506
686_2009.pdf,https://www.researchgate.net/publication/257934661,Libro 1.indb,,en,1,1.0
689_2009.pdf,,## **Entre vivos e mortos**,,pt,2,0.955349993911146
690_2009.pdf,juandiaz,"catalogo el argar.1-33.ps, page 1-33 @ Normalize ( catalogo el argar.indd )",,es,2,1.0
692_2009.pdf,https://www.researchgate.net/publication/262882224,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/262882224",,en,1,1.0
693_2009.pdf,,"Holocene vegetational landscapes of NE Iberia: charcoal analysis from Cova de la Guineu, Barcelona, Spain",10.1177/0959683609105301,en,2,0.9846199593481901
694_2009.pdf,Libreria General,Saldvie_9(Maria Victoria Pastor).qxp:MaquetaciÉn 1,,es,2,0.9354445914180204
695_2009.pdf,,La Cova de les Cendres,,es,2,0.9691284725419843
697_2009.pdf,Libreria General,Saldvie_9(Fernanda Blasco).qxp:MaquetaciÛn 1,,es,2,1.0
698_2009.pdf,https://www.researchgate.net/publication/267097226,untitled,,en,1,1.0
699_2009.pdf,Nuno Ferreira Bicho,On the Edge: Early Holocene Adaptations in Southwestern Iberia,,en,2,0.9789835911755947
700_2009.pdf,Sergio García Catalán,"Palimpsestos y cambios culturales en el límite Pleistoceno-Holoceno: el conjunto lítico de Picamoixons (Alt Camp, Tarragona)",10.3989/tp.2009.0919,es,2,0.8723323744872395
701_2009.pdf,P. González-Sampériz; P. Utrilla; C. Mazo; B. Valero-Garcés; MC. Sopena; M. Morellón; M. Sebastián; A. Moreno; M. Martínez-Bea,Patterns of human occupation during the early Holocene in the Central Ebro Basin (NE Spain) in response to the 8.2 ka climatic event,10.1016/j.yqres.2008.10.006,en,2,0.9690491034773433
702_2009.pdf,Beatriz,Microsoft Word - pag. en blanco.doc,,es,2,1.0
703_2009.pdf,zhou rong,RADIOCARBON DATES FROM THE OXFORD AMS SYSTEM: ARCHAEOMETRY DATELIST 33,10.1111/j.1475-4754.2008.00457.x,en,2,0.9791364874923019
704_2009.pdf,,THE AMINOCHRONOLOGY OF MAN‐INDUCED SHELL MIDDENS IN CAVES IN NORTHERN SPAIN*,10.1111/j.1475-4754.2008.00383.x,en,2,0.7761306420266966
705_2009.pdf,78920308V,bar.indb,,en,2,0.8644931019091481
706_2009.pdf,,ARCHAEOFAUNA,,es,2,0.9261839949428383
707_2009.pdf,,"QUAD. PREH. ARQ. CAST. 27, 2009",,ca,2,1.0
708_2009.pdf,,"TRABAJOS DE PREHISTORIA 66, N.º 1, enero-junio 2009, pp. 115-122, ISSN: 0082-5638 doi: 10.3989/tp.2009.09015",10.3989/tp.2009.09015,es,2,0.9399189937713837
710_2010_ams-dating-of-human-bone-from-cova-de-la-pastora-new-evidence-of-ritual-continuity-in-the-prehistory-of-eastern-spain.pdf,Mark McClure,McClure.fm,10.1017/S0033822200045008,en,2,0.9850810965093396
"713_2010_alopezm,+Documento.pdf",,Maquetación 1,,es,2,0.890062215609727
714_2010_BlancoRotea_2010_CarballeiraEspirituSto_TAPA41.pdf,Rosa Costas,01_TAPA41.qxd:TAPA 41.qxd,,es,2,0.9548737378004725
715_2010_cavidades_funerario_neolitico.pdf,,untitled,,es,2,0.9318800946472565
717_2010_Bettencourt 2010 Pré-História do Leça.pdf,endovelicus,Book_RMemoria_PreHist,,pt,2,0.8318288163195462
718_2010_2010-4-Carvalho et  al data barley Promontoria.pdf,,"# **Datación directa de cebada (** _**Hordeum vulgare**_ **L.) de la Cueva de Los Mármoles (Córdoba, España)**",,es,2,0.9745506315777042
721_2010_El_Poblado_de_El_Castanuelo_Aracena_y_el.pdf,Manolo,Microsoft Word - 1,,es,2,0.9417188538979262
723_2010_344-Texto del artículo-349-1-10-20110112.pdf,María Soledad García Martínez,"Gestión del combustible leñoso e impacto medioambiental asociados a la metalurgia protohistórica de Punta de los Gavilanes (Mazarrón, Murcia)",10.3989/tp.2010.10055,es,2,0.9632921486716695
725_2010_Hipogeus funerarios_2011.pdf,Catarina ALVES,"Hipogeos funerarios del Bronce Pleno en Torre Velha 3 (Serpa, Portugal)",,pt,2,0.9555724427579756
727_2010_TIT_Velasquez.pdf,Don Wajari,**==> picture [65 x 49] intentionally omitted <==**,,es,2,0.9406001341370471
728_2010_1-s2.0-S0003552110000749-main.pdf,,doi:10.1016/j.anthro.2010.07.004,10.1016/j.anthro.2010.07.004,fr,2,0.9331379367185911
730_2010_Dialnet-LaCuevaDeLasOrcillas1-3367462.pdf,,"**La cueva de Las Orcillas 1: una estación de los últimos cazadores-recolectores en La Berrueza (Mendaza-Acedo, Navarra)**",,es,2,0.9614993692404402
731_2010_187-Texto del artículo-191-1-10-20100719.pdf,Ana M. S. Bettencourt,La Edad del Bronce en el Noroeste de la Península Ibérica: un análisis a partir de las prácticas funerarias,10.3989/tp.2010.10034,es,2,0.9489803378476381
736_2010_Texto del artículo-188-1-10-20100719.pdf,Jordi Roig,"La necrópolis de Can Gambús-1 (Sabadell, Barcelona). Nuevos conocimientos sobre las prácticas funerarias durante el Neolítico medio en el Noreste de la Península Ibérica",10.3989/tp.2010.10031,es,2,0.9093443348947068
